1015.8600 37.682600 14.864900
1032.2900 37.824700 14.565300
1048.9900 37.955500 14.268900
1065.9600 38.073700 13.975800
1083.2000 38.181600 13.688600
1100.7200 38.280900 13.407400
1118.5200 38.372400 13.132000
1136.6100 38.456900 12.862200
1155.0000 38.534700 12.598000
1173.6800 38.606400 12.339200
1192.6600 38.672200 12.085700
1211.9500 38.732600 11.837400
1231.5500 38.787600 11.594300
1251.4700 38.837600 11.356400
1271.7200 38.882900 11.123800
1292.2900 38.924400 10.896500
1313.1900 38.962100 10.673700
1334.4300 38.996000 10.455600
1356.0100 39.026500 10.242000
1377.9400 39.053800 10.032500
1400.2300 39.077900 9.8274100
1422.8800 39.099300 9.6265300
1445.8900 39.118700 9.4297900
1469.2800 39.137300 9.2357400
1493.0400 39.155700 9.0436600
1517.1900 39.168600 8.8467800
1541.7300 39.174200 8.6530700
1566.6700 39.173700 8.4637300
1592.0100 39.168700 8.2785800
1617.7600 39.159700 8.0974000
1643.9200 39.146800 7.9200100
1670.5100 39.130300 7.7466800
1697.5300 39.110500 7.5771200
1724.9900 39.089800 7.4111900
1752.8900 39.065400 7.2443500
1781.2400 39.035300 7.0797700
1810.0500 38.999800 6.9178700
1839.3200 38.958900 6.7594600
1869.0700 38.913100 6.6047200
1899.3000 38.862700 6.4537200
1930.0200 38.807900 6.3061100
1961.2400 38.748400 6.1618300
1992.9600 38.683300 6.0207600
2025.2000 38.616900 5.8855500
2057.9500 38.545700 5.7478700
2091.2400 38.466900 5.6129000
2125.0600 38.381500 5.4802200
2159.4300 38.288800 5.3498900
2194.3600 38.188400 5.2223000
2229.8500 38.079900 5.0969500
2265.9200 37.962200 4.9740100
2302.5700 37.834600 4.8534700
2339.8100 37.695800 4.7351300
2377.6600 37.544400 4.6190700
2416.1100 37.378800 4.5052600
2455.1900 37.197000 4.3936500
2494.9000 36.996200 4.2841200
2535.2600 36.773200 4.1766900
2576.2600 36.523700 4.0713500
2617.9300 36.241900 3.9680400
2660.2700 35.920200 3.8667800
2703.3000 35.547400 3.7673600
2747.0300 35.107400 3.6699000
2791.4600 34.574300 3.5743400
2836.6100 33.903900 3.4806000
2882.4900 33.009400 3.3886900
2929.1100 31.676000 3.2984700
2976.4800 28.995800 3.2101100
3003.7000 14.733000 3.1610300
3003.9000 14.733700 11.109800
3024.6300 28.160800 10.994100
3073.5500 30.748800 10.729000
3123.2600 30.808800 10.471400
3146.0000 24.619800 10.357000
3146.2000 24.624500 14.227900
3173.7800 32.059900 14.039200
3225.1100 34.037500 13.699000
3277.2700 35.125000 13.366900
3330.2800 35.787200 13.042600
3384.1500 35.907300 12.726200
3411.8000 32.729400 12.568700
3412.0000 32.732100 14.545100
3438.8800 36.579400 14.381400
3494.5000 37.869500 14.052400
3551.0200 38.708600 13.728700
3608.4600 39.377300 13.409700
3666.8200 39.942500 13.096200
3726.1300 40.434400 12.788400
3786.4000 40.870100 12.486000
3847.6400 41.260000 12.188700
3909.8700 41.611500 11.896900
3973.1100 41.929900 11.609900
4037.3800 42.219500 11.329100
4102.6800 42.484500 11.053500
4169.0300 42.726700 10.782800
4236.4600 42.948900 10.518000
4304.9800 43.153200 10.258200
4374.6200 43.340900 10.003700
4445.3700 43.513600 9.7544500
4517.2700 43.672600 9.5104100
4590.3300 43.819000 9.2716400
4664.5800 43.953800 9.0377800
4740.0300 44.077800 8.8090200
4816.6900 44.191800 8.5853100
4894.6000 44.296600 8.3664400
4973.7700 44.392900 8.1525300
5054.2100 44.481100 7.9433000
5135.9600 44.561900 7.7388700
5219.0300 44.635700 7.5390800
5303.4400 44.703000 7.3440000
5389.2200 44.764400 7.1533000
5476.3900 44.820000 6.9670700
5564.9700 44.870300 6.7851800
5654.9800 44.915600 6.6076300
5746.4400 44.956300 6.4343600
5839.3900 44.992600 6.2651600
5933.8300 45.024800 6.1000700
6029.8100 45.053200 5.9389200
6127.3300 45.077900 5.7817900
6226.4400 45.099300 5.6284100
6327.1500 45.117500 5.4788300
6429.4800 45.132800 5.3329800
6533.4800 45.145200 5.1907000
6639.1500 45.155100 5.0520100
6746.5400 45.162500 4.9167900
6855.6500 45.167600 4.7849000
6966.5400 45.170500 4.6563800
7079.2200 45.171400 4.5311900
7193.7200 45.170400 4.4091000
7310.0700 45.167700 4.2901100
7428.3100 45.163200 4.1742600
7548.4500 45.157300 4.0613800
