7670.5400 45.149900 3.9513800
7794.6100 45.141200 3.8442200
7920.6800 45.131100 3.7397000
8048.7900 45.119800 3.6381200
8178.9800 45.107500 3.5390300
8311.2600 45.094100 3.4426500
8445.6900 45.079700 3.3487000
8582.2900 45.064400 3.2573500
8721.1100 45.048400 3.1683400
8862.1600 45.031600 3.0816100
9005.5000 45.014000 2.9971800
9151.1600 44.995600 2.9150100
9299.1700 44.976600 2.8350500
9449.5800 44.957100 2.7572500
9602.4200 44.937000 2.6814700
9757.7300 44.916300 2.6077200
9915.5500 44.895200 2.5360600
10075.900 44.873700 2.4662200
10238.900 44.851700 2.3982500
10404.500 44.829300 2.3321100
10572.800 44.806500 2.2677500
10743.800 44.783300 2.2051300
10917.600 44.759800 2.1442000
11094.200 44.736000 2.0849200
11273.600 44.711800 2.0272400
11455.900 44.687300 1.9711200
11641.200 44.662500 1.9165300
11829.500 44.637400 1.8634200
12020.800 44.612000 1.8117500
12215.300 44.586400 1.7614900
12412.800 44.560400 1.7126000
12613.600 44.534000 1.6650400
12817.600 44.507400 1.6187800
13025.000 44.480500 1.5737800
13235.600 44.453100 1.5300100
13449.700 44.425400 1.4874400
13667.200 44.397400 1.4460300
13888.300 44.368900 1.4057500
14112.900 44.339900 1.3665800
14341.200 44.310400 1.3284800
14573.100 44.280400 1.2914200
14808.900 44.249800 1.2553900
15048.400 44.218600 1.2203300
15291.800 44.186600 1.1862400
15539.100 44.153900 1.1530900
15790.400 44.120200 1.1208500
16045.800 44.085600 1.0894900
16305.400 44.049900 1.0589900
16569.100 44.012900 1.0293300
16837.100 43.974600 1.0004800
17109.400 43.934700 0.97242500
17386.100 43.893000 0.94514100
17667.400 43.849200 0.91860600
17953.100 43.803100 0.89280000
18243.500 43.754300 0.86770200
18538.600 43.702300 0.84329300
18838.400 43.646600 0.81955400
19143.100 43.586400 0.79646600
19452.700 43.521000 0.77401200
19767.400 43.449100 0.75217300
20087.100 43.369200 0.73093300
20412.000 43.279200 0.71027500
20742.100 43.176300 0.69018300
21077.600 43.055900 0.67064100
21418.500 42.911300 0.65163500
21765.000 42.730900 0.63314700
22117.000 42.493100 0.61516600
22474.700 42.148800 0.59767700
22838.200 41.542300 0.58066400
23207.600 38.234800 0.56411700
23219.800 33.490400 0.56358300
23220.000 33.490500 3.6632400
23583.000 41.661800 3.5759200
23964.400 42.420000 3.4877900
24352.000 42.869600 3.4013100
24745.900 43.191100 3.3164800
25146.200 43.441100 3.2333000
25552.900 43.644800 3.1517800
25966.200 43.815800 3.0718900
26386.100 43.962400 2.9936300
26812.900 44.089900 2.9170000
27246.600 44.202000 2.8419700
27687.300 44.301500 2.7685400
28135.100 44.390300 2.6966900
28590.200 44.470100 2.6264000
29052.600 44.542400 2.5576700
29522.500 44.614400 2.4904600
30000.000 44.645200 2.4247700
30100.000 44.667100 2.3729700
30200.000 44.678200 2.3598800
30300.000 44.688900 2.3467900
30400.000 44.699400 2.3337000
30500.000 44.709700 2.3210600
30600.000 44.719700 2.3084200
30700.000 44.729500 2.2957900
30800.000 44.739000 2.2831500
30900.000 44.748400 2.2709400
31000.000 44.757500 2.2587300
31100.000 44.766500 2.2465300
31200.000 44.775200 2.2343200
31350.000 44.788000 2.2165500
31500.000 44.800600 2.1987900
31600.000 44.808700 2.1871300
31700.000 44.816600 2.1754700
31800.000 44.824300 2.1638200
31900.000 44.831800 2.1521600
32100.000 44.846200 2.1296200
32300.000 44.860100 2.1070800
32450.000 44.870100 2.0906600
32600.000 44.879800 2.0742400
32800.000 44.892100 2.0529800
33000.000 44.903900 2.0317100
33200.000 44.915200 2.0113500
33400.000 44.926200 1.9910000
33600.000 44.936800 1.9712900
33800.000 44.947000 1.9515800
33950.000 44.954500 1.9373300
34100.000 44.961900 1.9230800
34300.000 44.971200 1.9040800
34500.000 44.980200 1.8850800
34700.000 44.988900 1.8669600
34900.000 44.997400 1.8488500
35100.000 45.005700 1.8307300
35300.000 45.013500 1.8126200
35500.000 45.020900 1.7953000
35700.000 45.028000 1.7779900
36030.000 45.039000 1.7494200
36300.000 45.047500 1.7270900
36500.000 45.053500 1.7105500
36800.000 45.062000 1.6864500
37000.000 45.067400 1.6703800
37300.000 45.075000 1.6471600
37500.000 45.079700 1.6316800
37800.000 45.086500 1.6092900
38000.000 45.090700 1.5943700
38500.000 45.100600 1.5586300
39000.000 45.109500 1.5241300
39500.000 45.117600 1.4908300
40000.000 45.125000 1.4586600
40400.000 45.130300 1.4340100
40800.000 45.135200 1.4093600
41100.000 45.138600 1.3917800
41500.000 45.142900 1.3683400
42300.000 45.150400 1.3237300
43000.000 45.156200 1.2865400
43800.000 45.161600 1.2452600
44500.000 45.165400 1.2108100
45300.000 45.169000 1.1730400
46000.000 45.171200 1.1412000
46500.000 45.172300 1.1192800
47000.000 45.173100 1.0980000
47500.000 45.173600 1.0773500
48000.000 45.174000 1.0573000
48500.000 45.174000 1.0378100
49000.000 45.174000 1.0188700
49500.000 45.173600 1.0004700
50000.000 45.173200 0.98257600
51000.000 45.171900 0.94819200
52000.000 45.170100 0.91564500
53000.000 45.167900 0.88480400
54000.000 45.165400 0.85532200
55000.000 45.162400 0.82733700
56000.000 45.159400 0.80050800
56800.000 45.156600 0.78000000
57530.000 45.154000 0.76198700
58000.000 45.152200 0.75072800
58500.000 45.150300 0.73897400
59540.000 45.146200 0.71541800
59800.000 45.145200 0.70971000
60000.000 45.144400 0.70536700
60800.000 45.140900 0.68837000
61500.000 45.137900 0.67401100
62300.000 45.134500 0.65815800
63000.000 45.131500 0.64475500
64000.000 45.127200 0.62632500
65000.000 45.122900 0.60869500
65900.000 45.119100 0.59335100
66830.000 45.115100 0.57811200
67400.000 45.112600 0.56906800
68000.000 45.110000 0.55978000
69000.000 45.105600 0.54481100
70000.000 45.101200 0.53044900
71000.000 45.097000 0.51656000
72000.000 45.092700 0.50322200
72800.000 45.089300 0.49292700
73500.000 45.086300 0.48418300
74200.000 45.083300 0.47567400
74960.000 45.080000 0.46669300
75500.000 45.077800 0.46045200
76000.000 45.075700 0.45478600
77110.000 45.071100 0.44258200
78600.000 45.065100 0.42697400
79300.000 45.062300 0.41993100
80000.000 45.059500 0.41306500
81500.000 45.053800 0.39883500
83000.000 45.048000 0.38534200
84000.000 45.044300 0.37673000
85000.000 45.040500 0.36841000
86500.000 45.035200 0.35639700
88000.000 45.029800 0.34497300
89000.000 45.026300 0.33766500
90000.000 45.022900 0.33059100
91500.000 45.017900 0.32037700
93000.000 45.012900 0.31063700
94000.000 45.009700 0.30439300
95000.000 45.006500 0.29833800
96500.000 45.002000 0.28956500
98000.000 44.997400 0.28117900
99000.000 44.994500 0.27579300
99500.000 44.993000 0.27315800
100000.00 44.991500 0.27056200
-1	-1	-1
