17.776  10.2946  5.72629  3.26588  0  1.91213  1.4029  12.8006  0.125599  104.354  0
17.8765  10.948  5.41732  3.65721  0  2.06929  1.27618  11.916  0.117622  87.6627  0
17.6142  12.0144  4.04183  3.53346  0  3.75591  1.18865  11.766  0.204785  69.7957  0
3.7025  17.2356  12.8876  3.7429  0  4.3875  0.2772  1.0958  11.004  61.6584  0
19.1301  11.0948  4.64901  2.71263  0  5.40428  0.864132  8.14487  21.5707  86.8472  0
19.2674  12.9182  4.86337  1.56756  0  5.37874  0.0852  8.43467  24.7997  94.2928  0
19.2957  14.3501  4.73425  1.28918  0  5.328  0.751536  8.21758  25.8749  98.6062  0
19.3319  15.5017  5.29537  0.605844  0  5.26593  0.698655  7.98929  25.2052  76.8986  0
19.2808  16.6885  4.8045  1.0463  0  5.179  0.6446  7.4726  24.6605  99.8156  0
19.2214  17.6444  4.461  1.6029  0  5.0694  0.5946  6.9089  24.7008  87.4825  0
19.1624  18.5596  4.2948  2.0396  0  4.9391  0.5476  6.3776  25.8499  92.8029  0
19.1889  19.1005  4.4585  2.4663  0  4.7821  5.8303  0.5031  26.8909  83.9571  0
19.6418  19.0455  5.0371  2.6827  0  4.5909  5.3034  0.4607  27.9074  75.2825  0
19.9644  19.0138  6.14487  2.5239  0  4.352  4.81742  0.420885  28.5284  70.8403  0
20.1472  18.9949  7.5138  2.2735  0  4.0712  4.347  0.3814  27.766  66.8776  0
20.2933  19.0298  8.9767  1.99  0  3.7118  3.9282  0.344  26.4659  64.2658  0
20.3892  19.1062  10.662  1.4953  0  3.3352  3.569  0.3107  24.3879  213.904  0
20.3361  19.297  10.888  2.6959  0  2.7731  3.216  0.2756  20.2073  167.202  0
20.578  19.599  11.3727  3.28719  0  2.14678  2.94817  0.244475  18.7726  133.124  0
21.1671  19.7695  11.8513  3.33049  0  1.86264  2.81219  0.226836  17.6083  127.113  0
22.044  19.6697  12.3856  2.82428  0  2.0583  2.77393  0.222087  16.7669  143.644  0
22.6845  19.6847  12.774  2.85137  0  1.98486  2.66248  0.210628  15.885  137.903  0
23.3405  19.6095  13.1235  2.87516  0  2.02876  2.5627  0.202088  15.1009  132.721  0
24.0042  19.4258  13.4396  2.89604  0  2.20963  2.47274  0.196451  14.3996  128.007  0
24.6274  19.0886  13.7603  2.9227  0  2.5745  2.3879  0.1942  13.7546  123.174  0
25.0709  19.0798  13.8518  3.54545  0  2.4196  2.25341  0.181951  12.9331  101.398  0
25.8976  18.2185  14.3167  2.95354  0  3.58224  2.24256  0.196143  12.6648  115.362  0
26.507  17.6383  14.5596  2.96577  0  4.29728  2.1802  0.202172  12.1899  111.874  0
26.9049  17.294  14.5583  3.63837  0  4.56796  2.07051  0.19794  11.4407  92.6566  0
27.6563  16.4285  14.9779  2.98233  0  5.92046  2.07356  0.223545  11.3604  105.703  0
28.1819  15.8851  15.1542  2.98706  0  6.75621  2.02859  0.238849  10.9975  102.961  0
28.6641  15.4345  15.3087  2.98963  0  7.56672  1.9889  0.257119  10.6647  100.417  0
28.9476  15.2208  15.1  3.71601  0  7.97628  1.90182  9.98519  0.261033  84.3298  0
29.144  15.1726  14.7586  4.30013  0  8.58154  1.83262  9.5999  0.275116  72.029  0
29.2024  15.2293  14.5135  4.76492  0  9.24354  1.77333  9.37046  0.295977  63.3644  0
29.0818  15.43  14.4327  5.11982  0  9.8875  1.72029  9.2259  0.321703  57.056  0
28.7676  15.7189  14.5564  5.44174  0  10.472  1.67191  9.09227  0.3505  52.0861  0
28.1894  16.155  14.9305  5.67589  0  11.0005  1.62903  8.97948  0.382611  48.1647  0
27.3049  16.7296  15.6115  5.83377  0  11.4722  1.59279  8.86553  0.417916  45.0011  0
27.0059  17.7639  15.7131  5.7837  0  11.6883  1.51293  8.81174  0.424593  38.6103  0
16.8819  18.5913  25.5582  5.86  0  12.0658  0.4611  8.6216  1.4826  36.3956  0
20.6809  19.0417  21.6575  5.9676  0  12.6089  0.545  8.4484  1.5729  38.3246  0
27.5446  19.1584  15.538  5.52593  0  13.1746  1.21152  8.70751  1.96347  45.8149  0
31.0617  13.0637  18.442  5.9696  0  13.4118  0.6902  2.3576  8.618  47.2579  0
33.3689  12.951  16.5877  6.4992  0  13.5782  0.704  2.9238  8.7937  48.0093  0
34.6726  15.4733  13.1138  7.02588  0  13.677  0.700999  3.55078  9.55642  47.0045  0
35.3163  19.0211  9.49887  7.42518  0  13.7108  0.68587  3.97458  11.3824  45.4715  0
35.5631  21.2816  8.0037  7.4433  0  13.6905  0.6631  4.0691  14.0422  44.2473  0
35.9299  23.0547  12.1439  2.11253  0  13.7247  0.646453  4.17619  23.1052  150.645  0
35.763  22.9064  12.4739  3.21097  0  13.6211  0.616341  3.87135  19.9887  142.325  0
35.6597  23.1032  12.5977  4.08655  0  13.5266  0.589092  3.65155  18.599  117.02  0
35.5645  23.4219  12.7473  4.80703  0  13.4314  0.563359  3.46204  17.8309  99.1722  0
35.8847  23.2948  14.1891  4.17287  0  13.4287  0.547751  3.41519  16.9235  105.251  0
36.0228  23.4128  14.9491  4.188  0  13.3966  0.5293  3.3253  16.0927  100.613  0

! a1, a2, a3, a4, a5=0, c, b1, b2, b3, b4, b5=0, the sequence consisten with XOP
! scattering factor f0 = \sum_{i=1}^4 a_i \exp(-b_i \sin^2\theta/\lambda^2) + c
! International Tables for X-ray Crystallograph Vol. IV, pp.99-101
! Don't change this file. Totally 92 lines above.
! 9-parameter model, but the 5th (a5=0) and 10th(b5=0) are there for compatibility with
!             the 11-parameter model used in XOP
