0.493002  0.322912  0.140191  0.04081  0  0.003038  10.5109  26.1257  3.14236  57.7997  0
0.8734  0.6309  0.3112  0.178  0  0.0064  9.1037  3.3568  22.9276  0.9821  0
1.282  0.7508  0.6175  0.4653  0  0.0377  3.9546  1.0524  85.3905  168.261  0
1.5919  1.1278  0.5391  0.7029  0  0.0385  43.6427  1.8623  103.483  0.542  0
2.0545  1.3326  1.0979  0.7068  0  -0.1932  23.3285  1.021  60.3498  0.1403  0
2.26069  1.56165  1.05075  0.839259  0  0.286977  22.6907  0.656665  9.75618  55.5949  0
12.2126  3.1322  2.0125  1.1663  0  -11.529  0.0057  9.8933  28.9975  0.5826  0
3.0485  2.2868  1.5463  0.867  0  0.2508  13.2771  5.7011  0.3239  32.9089  0
3.5392  2.6412  1.517  1.0243  0  0.2776  10.2825  4.2944  0.2615  26.1476  0
3.9553  3.1125  1.4546  1.1251  0  0.3515  8.4042  3.4262  0.2306  21.7184  0
4.7626  3.1736  1.2674  1.1128  0  0.676  3.285  8.8422  0.3136  129.424  0
5.4204  2.1735  1.2269  2.3073  0  0.8584  2.8275  79.2611  0.3808  7.1937  0
6.4202  1.9002  1.5936  1.9646  0  1.1151  3.0387  0.7426  31.5472  85.0886  0
5.66269  3.07164  2.62446  1.3932  0  1.24707  2.6652  38.6634  0.916946  93.5458  0
6.4345  4.1791  1.78  1.4908  0  1.1149  1.9067  27.157  0.526  68.1645  0
6.9053  5.2034  1.4379  1.5863  0  0.8669  1.4679  22.2151  0.2536  56.172  0
11.4604  7.1964  6.2556  1.6455  0  -9.5574  0.0104  1.1662  18.5194  47.7784  0
7.4845  6.7723  0.6539  1.6442  0  1.4445  0.9072  14.8407  43.8983  33.3929  0
8.2186  7.4398  1.0519  0.8659  0  1.4228  12.7949  0.7748  213.187  41.6841  0
8.6266  7.3873  1.5899  1.0211  0  1.3751  10.4421  0.6599  85.7484  178.437  0
9.189  7.3679  1.6409  1.468  0  1.3329  9.0213  0.5729  136.108  51.3531  0
9.7595  7.3558  1.6991  1.9021  0  1.2807  7.8508  0.5  35.6338  116.105  0
10.2971  7.3511  2.0703  2.0571  0  1.2199  6.8657  0.4385  26.8938  102.478  0
10.6406  7.3537  3.324  1.4922  0  1.1832  6.1038  0.392  20.2626  98.7399  0
11.2819  7.3573  3.0193  2.2441  0  1.0896  5.3409  0.3432  17.8674  83.7543  0
11.7695  7.3573  3.5222  2.3045  0  1.0369  4.7611  0.3072  15.3535  76.8805  0
12.2841  7.3409  4.0034  2.3488  0  1.0118  4.2791  0.2784  13.5359  71.1692  0
12.8376  7.292  4.4438  2.38  0  1.0341  3.8785  0.2565  12.1763  66.3421  0
13.338  7.1676  5.6158  1.6735  0  1.191  3.5828  0.247  11.3966  64.8126  0
14.0743  7.0318  5.1652  2.41  0  1.3041  3.2655  0.2333  10.3163  58.7097  0
15.2354  6.7006  4.3591  2.9623  0  1.7189  3.0669  0.2412  10.7805  61.4135  0
16.0816  6.3747  3.7068  3.683  0  2.1313  2.8509  0.2516  11.4468  54.7625  0
16.6723  6.0701  3.4313  4.2779  0  2.531  2.6345  0.2647  12.9479  47.7972  0
17.0006  5.8196  3.9731  4.3543  0  2.8409  2.4098  0.2726  15.2372  43.8163  0
17.1789  5.2358  5.6377  3.9851  0  2.9557  2.1723  16.5796  0.2609  41.4328  0
17.3555  6.7286  5.5493  3.5375  0  2.825  1.9384  16.5623  0.22661  39.3972  0
17.1784  9.6435  5.1399  1.5292  0  3.4873  1.788  17.3151  0.2748  164.934  0
17.5663  9.8184  5.422  2.6694  0  2.5064  1.5564  14.0988  0.1664  132.376  0
