1015.86	26.4323	4.88204
1032.29	26.3662	4.7773
1048.99	26.2927	4.67393
1065.96	26.211	4.57191
1083.2	26.1212	4.47206
1100.72	26.023	4.3744
1118.52	25.916	4.2789
1136.61	25.7995	4.18557
1155	25.6727	4.09423
1173.68	25.5345	4.00483
1192.66	25.3836	3.91747
1211.95	25.2186	3.83198
1231.55	25.0377	3.74829
1251.47	24.8383	3.66604
1271.72	24.6174	3.58518
1292.29	24.3707	3.50559
1313.19	24.0935	3.42786
1334.43	23.7797	3.35181
1356.01	23.4205	3.27736
1377.94	23.0039	3.2047
1400.23	22.5125	3.13364
1422.88	21.9194	3.06414
1445.89	21.1806	2.99614
1469.28	20.2158	2.93108
1493.04	18.8585	2.86962
1517.19	16.6528	2.81872
1541.73	10.8963	2.77001
1549.8	-8.00939	2.75434
1550	-8.00155	16.3564
1566.67	14.3906	16.1344
1592.01	18.5751	15.8069
1617.76	20.7653	15.486
1643.92	22.2477	15.1717
1670.51	23.3454	14.8636
1697.53	24.1806	14.5619
1724.99	24.7915	14.2664
1752.89	25.1151	13.9766
1781.24	23.4156	13.6927
1781.9	22.0893	13.6862
1782.1	22.0949	15.7617
1810.05	26.4421	15.4199
1839.32	27.4629	15.0753
1869.07	28.2262	14.7383
1899.3	28.8609	14.4087
1930.02	29.4112	14.0865
1961.24	29.8997	13.7716
1992.96	30.3367	13.4637
2025.2	30.7417	13.1705
2057.95	31.1155	12.8665
2091.24	31.4551	12.5672
2125.06	31.7653	12.2728
2159.43	32.0507	11.9839
2194.36	32.3138	11.6995
2229.85	32.5565	11.4205
2265.92	32.7811	11.1469
2302.57	32.9891	10.8783
2339.81	33.1818	10.6147
2377.66	33.3601	10.3561
2416.11	33.5253	10.1027
2455.19	33.6783	9.85422
2494.9	33.8199	9.61099
2535.26	33.9512	9.37299
2576.26	34.0727	9.13942
2617.93	34.1848	8.91091
2660.27	34.2884	8.68762
2703.3	34.3844	8.46894
2747.03	34.4724	8.2547
2791.46	34.5536	8.0456
2836.61	34.6279	7.84066
2882.49	34.6961	7.64096
2929.11	34.7588	7.4452
2976.48	34.8156	7.25383
3024.63	34.8674	7.06723
3073.55	34.9143	6.88467
3123.26	34.9566	6.70639
3173.78	34.9945	6.53229
3225.11	35.0286	6.36274
3277.27	35.059	6.19664
3330.28	35.0856	6.0346
3384.15	35.1088	5.87652
3438.88	35.1289	5.72225
3494.5	35.1461	5.57163
3551.02	35.1603	5.42476
3608.46	35.172	5.28146
3666.82	35.1812	5.14165
3726.13	35.188	5.00538
3786.4	35.1927	4.8724
3847.64	35.1953	4.74275
3909.87	35.1959	4.61636
3973.11	35.1948	4.49313
4037.38	35.1919	4.37301
4102.68	35.1874	4.25594
4169.03	35.1815	4.14184
4236.46	35.1741	4.03063
4304.98	35.1654	3.92231
4374.62	35.1555	3.81666
4445.37	35.1444	3.7138
4517.27	35.1323	3.61361
4590.33	35.1191	3.51593
4664.58	35.1049	3.42088
4740.03	35.09	3.32825
4816.69	35.0742	3.238
4894.6	35.0576	3.15011
4973.77	35.0402	3.06455
5054.21	35.0222	2.98128
5135.96	35.0037	2.90015
5219.03	34.9845	2.8211
5303.44	34.9647	2.74416
5389.22	34.9444	2.66931
5476.39	34.9237	2.59642
5564.97	34.9025	2.5255
5654.98	34.8809	2.45641
5746.44	34.8589	2.38918
5839.39	34.8366	2.32373
5933.83	34.8139	2.25999
6029.81	34.7908	2.19793
6127.33	34.7673	2.13764
6226.44	34.7437	2.07891
6327.15	34.7197	2.02176
6429.48	34.6954	1.96608
6533.48	34.6708	1.91204
6639.15	34.646	1.85931
6746.54	34.6209	1.80808
6855.65	34.5955	1.75823
6966.54	34.5699	1.70968
7079.22	34.5439	1.66245
7193.72	34.5177	1.61655
7310.07	34.4911	1.57178
7428.31	34.4642	1.52832
7548.45	34.437	1.48603
7670.54	34.4094	1.44482
7794.61	34.3815	1.40479
7920.68	34.3531	1.36582
8048.79	34.3243	1.3279
8178.98	34.295	1.29101
8311.26	34.2652	1.25513
8445.69	34.2348	1.22022
8582.29	34.2037	1.18625
8721.11	34.172	1.15322
8862.16	34.1395	1.12107
9005.5	34.1061	1.0898
9151.16	34.0718	1.05937
9299.17	34.0364	1.02978
9449.58	33.9998	1.00099
9602.42	33.962	0.972971
9757.73	33.9226	0.945717
9915.55	33.8815	0.91921
10075.9	33.8385	0.893416
10238.9	33.7932	0.868322
10404.5	33.7455	0.843909
10572.8	33.6948	0.820157
10743.8	33.6408	0.79705
10917.6	33.5827	0.774568
11094.2	33.52	0.752695
11273.6	33.4516	0.731414
11455.9	33.3763	0.71071
11641.2	33.2925	0.690565
11829.5	33.1981	0.670965
12020.8	33.0899	0.651895
12215.3	32.9635	0.633339
12412.8	32.8116	0.615284
12613.6	32.6225	0.597716
12817.6	32.374	0.580621
13025	32.0171	0.563987
13235.6	31.402	0.5478
13449.7	29.0525	0.532049
13473.6	23.2529	0.530333
13473.8	23.2532	3.86204
13667.2	31.3642	3.77868
13888.3	32.2279	3.687
14112.9	32.7278	3.59694
14341.2	33.0826	3.50852
14573.1	33.3575	3.42173
14808.9	33.5811	3.33658
15048.4	33.7688	3.25306
15291.8	33.9297	3.17118
15539.1	34.0697	3.09092
15790.4	34.1929	3.01229
16045.8	34.3023	2.93528
16305.4	34.4001	2.85986
16569.1	34.488	2.78604
16837.1	34.5672	2.71379
17109.4	34.639	2.64311
17386.1	34.7042	2.57397
17667.4	34.7635	2.50636
17953.1	34.8175	2.44026
18243.5	34.8668	2.37565
18538.6	34.9118	2.31251
18838.4	34.9529	2.25083
19143.1	34.9905	2.19058
19452.7	35.0248	2.13174
19767.4	35.0562	2.07429
20087.1	35.0848	2.0182
20412	35.1109	1.96345
20742.1	35.1347	1.91003
21077.6	35.1563	1.85791
21418.5	35.1759	1.80706
21765	35.1937	1.75746
22117	35.2098	1.70909
22474.7	35.2243	1.66192
22838.2	35.2373	1.61594
23207.6	35.2489	1.57111
23583	35.2593	1.52742
23964.4	35.2684	1.48484
24352	35.2765	1.44335
24745.9	35.2835	1.40293
25146.2	35.2896	1.36355
25552.9	35.2947	1.3252
25966.2	35.299	1.28784
26386.1	35.3026	1.25146
26812.9	35.3054	1.21604
27246.6	35.3075	1.18155
27687.3	35.309	1.14797
28135.1	35.31	1.11529
28590.2	35.3104	1.08348
29052.6	35.3105	1.05252
29522.5	35.313	1.02239
30000	35.2999	0.993072
30400	35.2865	0.943477
30800	35.2853	0.921548
31200	35.2839	0.900402
31500	35.2828	0.885034
31900	35.281	0.865
32300	35.2793	0.84566
32600	35.2778	0.831591
33000	35.2758	0.813391
33400	35.2735	0.795635
33800	35.2713	0.778472
34100	35.2695	0.765952
34500	35.2671	0.749689
34900	35.2644	0.733952
35300	35.2617	0.718684
35700	35.259	0.703889
36030	35.2568	0.692033
36500	35.2535	0.675672
37000	35.2499	0.658913
37500	35.2463	0.642785
38000	35.2427	0.627258
38500	35.2391	0.612234
39000	35.2354	0.597756
39500	35.2318	0.583798
40000	35.2281	0.570336
40800	35.2223	0.549543
41500	35.2172	0.532287
42300	35.2114	0.513563
43000	35.2063	0.497996
43800	35.2007	0.480981
44500	35.1957	0.466812
45300	35.1901	0.451369
46000	35.1852	0.438462
46500	35.1818	0.429585
47000	35.1784	0.42098
47500	35.1751	0.412635
48000	35.1717	0.404541
48500	35.1685	0.396639
49000	35.1653	0.388971
49500	35.1621	0.381526
50000	35.1589	0.374296
50500	35.1559	0.367231
51000	35.1528	0.360368
51500	35.1498	0.353697
52000	35.1467	0.347213
52500	35.1438	0.340908
53000	35.1409	0.334775
54000	35.1351	0.322963
55000	35.1296	0.311773
56000	35.124	0.301121
56800	35.1198	0.292991
57530	35.116	0.28586
58000	35.1136	0.281408
58500	35.111	0.276786
59540	35.1059	0.267533
59800	35.1046	0.265293
60000	35.1037	0.26359
60800	35.0999	0.256885
61500	35.0966	0.251228
62300	35.093	0.244991
63000	35.0898	0.239724
64000	35.0855	0.232491
65000	35.0812	0.225585
65900	35.0775	0.219607
66830	35.0737	0.213679
67400	35.0714	0.210165
68000	35.0691	0.206558
69000	35.0653	0.200753
70000	35.0615	0.195191
71000	35.058	0.189825
72000	35.0544	0.184679
72800	35.0517	0.180712
73500	35.0494	0.177345
74200	35.0471	0.174072
74960	35.0445	0.170621
75500	35.0428	0.168226
76000	35.0413	0.166052
77110	35.0378	0.161375
78600	35.0334	0.155403
79300	35.0314	0.152711
80000	35.0294	0.15009
81500	35.0253	0.144666
83000	35.0212	0.139531
84000	35.0187	0.136259
85000	35.0161	0.133101
86500	35.0125	0.128567
88000	35.0089	0.124261
89000	35.0066	0.12151
90000	35.0044	0.118849
91500	35.0012	0.114999
93000	34.998	0.111333
94000	34.996	0.108985
95000	34.994	0.106711
96500	34.9911	0.103428
98000	34.9883	0.100294
99000	34.9865	0.0982838
99500	34.9856	0.097301
100000	34.9847	0.096333
-1	-1	-1
